m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99,m100,m101,m102,m103,m104,m105,m106,m107,m108,m109,m110,m111,m112,m113,m114,m115,m116,m117,m118,m119,m120,m121,m122,m123,m124,m125,m126,m127,m128
2.046484804833644144e+00,2.048497554778955454e+00,1.973037757064161513e+00,1.837141771706433113e+00,1.829885706094479092e+00,1.851380567038165781e+00,1.882120737343274230e+00,1.911666055923359364e+00,1.934861974443186305e+00,1.952102633552900146e+00,1.912789079020127625e+00,1.831655328666686566e+00,1.837231999754957101e+00,1.841013392435378648e+00,1.866591237729456010e+00,1.893904588101585240e+00,1.910814619088571531e+00,1.859879650489613789e+00,1.873766778606803296e+00,1.898935855611335377e+00,1.919190905024700911e+00,1.913384522189954806e+00,1.930754269611425933e+00,1.954316013923862005e+00,1.967243975191330874e+00,1.969821133695350390e+00,1.955930528037309601e+00,1.947608361327310522e+00,1.933443998141627373e+00,1.969964801858000047e+00,1.943760085269843119e+00,1.939900431748416310e+00,1.959691835897638734e+00,1.967434322468504249e+00,1.986816456428063704e+00,1.918488771461537290e+00,1.912215238424800123e+00,1.818795762487175116e+00,1.798888917016635114e+00,1.772883625848906242e+00,1.686339638728594270e+00,1.701110961138365685e+00,1.691350956558444807e+00,1.690847102441286776e+00,1.698327404011355846e+00,1.703507654461051235e+00,1.697504780694088611e+00,1.712513317476231034e+00,1.799749075423444644e+00,1.800855222953829937e+00,1.754924541787797665e+00,1.757516387216967235e+00,1.749549370954991412e+00,1.752437316847275550e+00,1.808049639477888881e+00,1.837048697627611027e+00,1.756515215793884144e+00,1.752045387667253484e+00,1.707989664255367135e+00,1.660630258514010027e+00,1.595117631176069084e+00,1.595303810439100856e+00,1.584728408811161282e+00,1.586008006261022452e+00,1.597729098785958035e+00,1.582328695588456124e+00,1.519889088481011674e+00,1.466142691352223304e+00,1.429999731339448132e+00,1.389904012205319672e+00,1.388093135055678218e+00,1.392276718113610645e+00,1.393759775981130433e+00,1.383093973518244368e+00,1.374740292243686879e+00,1.321428989558845135e+00,1.273021973632423309e+00,1.281938425661731440e+00,1.270754513560244270e+00,1.280264201613465325e+00,1.276456157742259956e+00,1.261346204947916494e+00,1.269483117031555697e+00,1.253622113900728197e+00,1.261420507618995268e+00,1.265608432922047166e+00,1.272234802849496305e+00,1.281083023618815320e+00,1.276407864884770316e+00,1.284405084186377222e+00,1.285662236706724304e+00,1.293861209330181339e+00,1.285546468747857274e+00,1.256814909816181824e+00,1.259481647855480668e+00,1.260726706177976331e+00,1.232175107457502916e+00,1.186560092295546154e+00,1.182085885052364560e+00
2.017945684206262413e+00,1.941619199108024274e+00,1.749771788049967025e+00,1.702773813280981097e+00,1.730977762462131864e+00,1.765112938163987621e+00,1.769521916247194682e+00,1.796682443633349946e+00,1.776108617987650629e+00,1.797706548267004489e+00,1.822882070891279183e+00,1.787245192823124773e+00,1.809977558885860871e+00,1.838157495627964932e+00,1.828533404992517486e+00,1.834180582585420494e+00,1.758293539295493479e+00,1.638958259266464212e+00,1.624728542822375443e+00,1.585807331758452010e+00,1.547106800149386174e+00,1.544803877639048251e+00,1.521440700672405555e+00,1.517944957205001666e+00,1.501814951504527818e+00,1.416279808936724782e+00,1.322215620024125071e+00,1.242203298485140550e+00,1.163734185045515845e+00,1.119442441883165218e+00,1.063300305185618022e+00,1.079819553963877077e+00,1.070716100154997186e+00,1.059202247193881785e+00,1.074883532391333718e+00,1.070426898290880890e+00,1.084842471284605203e+00,1.068725794699441289e+00,1.083572215602055300e+00,1.097554975900752350e+00,1.079172932275590746e+00,1.078199878492064112e+00,1.016519297939106670e+00,9.757542185787194677e-01,9.348981172431222175e-01,9.044591685067089326e-01,8.918513204798022009e-01,8.558481630365016857e-01,8.324583825989119168e-01,8.111353522577765540e-01,8.113301460890300909e-01,8.924167564182788892e-01,9.372584563022574589e-01,9.554826606431203739e-01,9.885551038772668608e-01,9.631358071062401383e-01,9.497409511085175282e-01,9.510123701036904409e-01,9.000121112249998001e-01,8.837314759753691629e-01,8.576939272309801465e-01,8.688070396173380727e-01,8.788807371165533455e-01,8.752257399746767863e-01,8.846072440684621396e-01,8.931016719671190929e-01,8.657816991464195588e-01,8.682944227063371656e-01,8.744577597834612970e-01,8.655899879292473509e-01,8.699991774617321649e-01,8.720677973693873319e-01,8.819477739745259504e-01,8.909921425907719739e-01,9.006617313150292459e-01,8.964473879496226427e-01,8.888667699612067263e-01,8.963435290800418898e-01,8.960401511896245452e-01,8.896563040253188115e-01,8.984340743823252540e-01,8.695685974368021487e-01,8.763796145340566612e-01,8.852649132881673655e-01,8.729093222338668578e-01,8.782158560199059272e-01,8.489026678284939953e-01,8.348877370792341379e-01,8.434868138578017760e-01,8.509470414534159310e-01,8.305697183571217890e-01,8.351187695624181506e-01,8.037220164076036566e-01,7.729634013187495212e-01,7.787729269755869765e-01,7.804470554640012825e-01,7.848213514570133720e-01,7.573926186009017902e-01,7.637983699563239970e-01
3.567591160871775191e+00,3.320644297274379930e+00,3.246341774078411291e+00,3.298545668709479184e+00,3.319922396099149076e+00,3.271772682122537468e+00,3.297934049409468216e+00,3.314469456310578099e+00,3.362061685146846113e+00,3.408607696914120133e+00,3.431271076618582772e+00,3.473987905877891524e+00,3.490495479196726425e+00,3.442137193205363488e+00,3.274396863924673440e+00,3.296520883888932829e+00,3.240496617965034520e+00,3.212229061976153766e+00,3.132261507206127504e+00,2.990504620993427842e+00,2.876243229362241305e+00,2.719952676821107751e+00,2.660104236895782570e+00,2.627165359236760089e+00,2.589516302438964690e+00,2.593924209789970625e+00,2.596663870312096112e+00,2.608169792283842714e+00,2.620017669264337101e+00,2.705963372983259507e+00,2.716203942042273223e+00,2.656513315663655561e+00,2.653678596291618952e+00,2.676559249688969189e+00,2.696641593326167374e+00,2.679012133503147819e+00,2.694828929112612848e+00,2.693313264793312456e+00,2.714219561101850697e+00,2.736229077384506159e+00,2.743105459507300559e+00,2.701537286380433667e+00,2.703900294774092661e+00,2.635980909369462388e+00,2.575409595339219759e+00,2.522432497954653741e+00,2.488745543089220469e+00,2.475802446599125073e+00,2.448857163302209816e+00,2.455272886097616514e+00,2.322634611016092254e+00,2.141128985807652541e+00,2.043617925667985169e+00,1.921445114589096947e+00,1.864793070680056619e+00,1.772943214392942224e+00,1.747167788590635817e+00,1.737020325466201998e+00,1.749166335754957391e+00,1.737298616844181298e+00,1.737026560258326802e+00,1.748730238763401168e+00,1.761506005942603537e+00,1.764925549147217110e+00,1.777239402405337954e+00,1.789390041764690187e+00,1.793974458172412856e+00,1.751304155582603661e+00,1.707069206188130517e+00,1.701862200785190904e+00,1.702966012039563770e+00,1.701778208944222825e+00,1.713001184682741540e+00,1.721244878635271203e+00,1.732436722251099681e+00,1.719109822928343023e+00,1.720672511344614630e+00,1.729991248135682058e+00,1.721538571536063156e+00,1.715927760924949030e+00,1.676341276964998350e+00,1.686114500140554640e+00,1.681147507360055693e+00,1.622919090583543777e+00,1.610320699029579528e+00,1.554468127775861630e+00,1.543240197250515422e+00,1.541977123130179761e+00,1.510099212043267025e+00,1.496315437181420016e+00,1.503608911484026978e+00,1.480615647555770797e+00,1.484661811794090402e+00,1.493325992735347274e+00,1.488876719504558466e+00,1.490887973413536072e+00,1.466901198886050750e+00,1.475424667870345763e+00,1.473393345291045708e+00
3.992342800757560539e+00,4.064200628518107372e+00,4.125206217467131786e+00,4.194543833682002898e+00,4.246896453513477887e+00,4.014309511564749577e+00,3.929915839715224735e+00,3.815483782092628395e+00,3.628367552957259434e+00,3.627002215489648407e+00,3.668318359068216239e+00,3.714391487107657763e+00,3.761047074772322585e+00,3.612926479848274752e+00,3.632529049309916935e+00,3.593938725770307041e+00,3.636955824967618156e+00,3.644060243086121087e+00,3.681692006970689768e+00,3.640162382159399357e+00,3.632975187298651765e+00,3.671460830922130381e+00,3.647920389136850794e+00,3.620488265315057852e+00,3.624533145580946414e+00,3.573239616545746511e+00,3.553894709606574498e+00,3.515662298138469755e+00,3.498006190228703627e+00,3.550842254119709107e+00,3.550945855387319217e+00,3.418805675677916600e+00,3.366721963181903643e+00,3.272350365261021743e+00,3.245029508680090213e+00,3.097554549420323600e+00,3.032324177191237258e+00,2.937661883396146756e+00,2.909221633253558092e+00,2.896763112901750592e+00,2.844298410225442275e+00,2.863817990513534806e+00,2.884976162187783633e+00,2.890450047039628156e+00,2.892516399003305150e+00,2.891743028834345530e+00,2.905080519421699758e+00,2.917761592921019886e+00,3.008918850010242174e+00,3.024314710440419329e+00,3.040904411737102908e+00,2.979757491996313234e+00,3.054223106432576440e+00,3.229785663529212592e+00,3.401909401518107057e+00,3.460239456487940846e+00,3.399954263497493745e+00,3.417924333210071719e+00,3.420733227849888980e+00,3.292678212625910650e+00,3.212642863781523861e+00,3.154141905504630916e+00,3.127862664031822337e+00,3.040799563888038737e+00,3.005810689508428002e+00,2.995935676135819570e+00,2.955523277123979664e+00,2.883624319917419410e+00,2.806713720283685820e+00,2.720443038815682613e+00,2.703829997109668870e+00,2.681469349172174610e+00,2.650729381842678034e+00,2.656563739095949561e+00,2.671329672877278849e+00,2.655604197814023237e+00,2.663796202743837771e+00,2.615337363335011656e+00,2.523887671877661720e+00,2.498662034770609441e+00,2.437112721705673390e+00,2.385425454343952811e+00,2.372703175587925983e+00,2.359439725060868298e+00,2.367061792342432192e+00,2.377601481197310740e+00,2.387917283920823586e+00,2.392176868454804151e+00,2.404222478590903211e+00,2.404237454498378668e+00,2.381002633966053494e+00,2.390277173007668843e+00,2.385276185887278633e+00,2.367900745804110141e+00,2.372435455917801139e+00,2.382699916923567862e+00,2.381607694171413492e+00,2.388723102085614336e+00,2.399471196747736457e+00
3.309415846490370239e+00,3.333711593780201987e+00,3.306035460935527137e+00,3.362628125610524599e+00,3.396407710599968599e+00,3.364114260668185530e+00,3.397544224184586348e+00,3.292244331799999646e+00,3.106634716126862372e+00,3.035735586898927085e+00,3.043746077802415240e+00,3.082744946467152580e+00,3.120805785743787641e+00,3.129761891679217811e+00,3.156136054462790774e+00,3.192826430060649479e+00,3.181155982332696919e+00,3.132187228366422715e+00,3.145061695131352142e+00,2.996740186885098023e+00,2.916325890253156583e+00,2.857962241222984368e+00,2.785788871150948420e+00,2.707902949507163815e+00,2.679068743127352548e+00,2.530451810020667658e+00,2.437566750079650735e+00,2.332636384034132870e+00,2.261394566076166512e+00,2.149713709434248443e+00,1.988019031887292343e+00,1.967933567409085649e+00,1.984145189109207452e+00,1.883837583345086220e+00,1.861627298291934851e+00,1.838071187946697549e+00,1.851725815017787768e+00,1.848794104619442491e+00,1.866506101369574289e+00,1.884166923279698924e+00,1.889279393827637987e+00,1.904655222613454990e+00,1.896613838120436712e+00,1.860525003239500208e+00,1.842547903369445406e+00,1.832092303476276385e+00,1.806847939511966095e+00,1.741070027115042107e+00,1.683945701040582277e+00,1.615855105900858568e+00,1.620673589916389545e+00,1.645868791224509353e+00,1.690469034013964311e+00,1.772152579532223493e+00,1.842712759182416171e+00,1.873353259569543461e+00,1.874064360659206452e+00,1.887269844849083000e+00,1.883164811637195069e+00,1.828418784978545375e+00,1.802451003100614013e+00,1.797627923563318797e+00,1.804735765040260453e+00,1.733959292798238794e+00,1.717494354477906437e+00,1.728283294265975822e+00,1.719762329138953216e+00,1.719938122336029052e+00,1.716445876551395244e+00,1.689576380538712508e+00,1.700754438400408963e+00,1.712187808845436976e+00,1.716405838992536292e+00,1.722912267202474368e+00,1.721627637443382097e+00,1.730870824406352870e+00,1.741837665991719408e+00,1.735600292587656579e+00,1.694827833340128764e+00,1.704295723478546298e+00,1.697084147848691993e+00,1.644263082602093196e+00,1.634831972639893882e+00,1.644661592014123652e+00,1.641461901720841610e+00,1.644682134971432896e+00,1.622531056152725304e+00,1.587218496517563526e+00,1.586057694843982402e+00,1.576117329609477258e+00,1.529428358925626119e+00,1.531566166900278025e+00,1.507170544561477143e+00,1.490783526945424597e+00,1.496952043563318346e+00,1.491287422095735504e+00,1.499735899557484986e+00,1.506984479559986490e+00,1.511366999728560145e+00
2.622763843173896881e+00,2.657832027442165845e+00,2.706285380493720805e+00,2.725374214721808741e+00,2.686814831667181380e+00,2.530304032566914163e+00,2.502538909118790844e+00,2.405623838034200546e+00,2.208100322198957244e+00,2.092908647354613016e+00,2.082240901715404657e+00,2.109904854065083324e+00,2.099062322124113589e+00,2.012449672317071503e+00,2.030546741189582338e+00,2.032949037044018414e+00,2.058290144313013492e+00,2.072230984435232681e+00,2.098734791713997794e+00,2.050505866176192349e+00,2.048248932193975413e+00,2.045783195379925257e+00,2.035101010474890781e+00,2.002031428858287221e+00,2.013781512410069752e+00,1.928401368087177881e+00,1.899134049796748602e+00,1.852284904465174797e+00,1.833528554783272924e+00,1.832542387580293752e+00,1.764951074780792606e+00,1.683253057292371402e+00,1.674516588968852693e+00,1.574568837481749028e+00,1.556128427393511204e+00,1.518055328104761958e+00,1.527668714604557110e+00,1.526185229746100491e+00,1.542397601301199073e+00,1.556303180681179121e+00,1.564644687240771326e+00,1.568619238891146628e+00,1.583422953860162741e+00,1.590103881099434791e+00,1.603278713364744368e+00,1.617083779301708990e+00,1.619402630485589745e+00,1.600943476876922844e+00,1.598962392102848851e+00,1.584000753857739197e+00,1.600300650219535603e+00,1.582036849028880088e+00,1.613915231918771287e+00,1.705290714888561432e+00,1.781985916670384418e+00,1.771232391376475590e+00,1.773249274615310345e+00,1.781660860296723881e+00,1.793410164825463227e+00,1.742804527299936401e+00,1.729333053233479189e+00,1.726755168254107353e+00,1.737821951903590234e+00,1.665354257463524945e+00,1.648510485182526297e+00,1.660412547724720467e+00,1.662446783048516341e+00,1.654572188857270643e+00,1.638245612951175101e+00,1.614730867798548353e+00,1.625968486634036259e+00,1.635245087082060511e+00,1.641420842949889325e+00,1.647042427851436619e+00,1.638828034567443526e+00,1.647860474959329968e+00,1.657720533069495961e+00,1.646862186029248276e+00,1.597195786069723011e+00,1.597402579570305070e+00,1.567110691386327970e+00,1.540489228735842042e+00,1.544273631434929017e+00,1.550316897061566834e+00,1.557952229877602290e+00,1.567442613252103545e+00,1.568864025694399533e+00,1.554779392218747169e+00,1.562133148375698610e+00,1.565115124605079400e+00,1.542501763042338769e+00,1.551634154448435554e+00,1.550354076020294736e+00,1.551710209854926248e+00,1.560386913411910381e+00,1.560908676809624307e+00,1.569597245238378624e+00,1.577411425663621580e+00,1.569990264756254694e+00
3.483579873330199028e+00,3.168417592154269435e+00,3.050857086239400662e+00,3.072081896295332459e+00,3.039127437422170619e+00,3.074053088197140404e+00,3.123065752953310792e+00,3.080234458315164403e+00,3.105487782119136675e+00,3.150987202427351974e+00,3.184863452861630417e+00,3.201645898930485235e+00,3.172696421827828406e+00,3.197949658202308143e+00,3.099649058033941529e+00,3.138337055617275162e+00,3.121931502021316529e+00,3.044018444255030431e+00,2.901447730672506164e+00,2.684250233373234984e+00,2.481559495971024543e+00,2.391346769146175610e+00,2.237367792672197098e+00,2.142610457680262481e+00,2.017198995620202329e+00,1.992656623758497725e+00,1.956947184843757626e+00,1.929776852562013589e+00,1.901322693608938685e+00,1.834926207039207169e+00,1.830624912093498535e+00,1.835945677865080450e+00,1.855275875643723094e+00,1.868438997991897832e+00,1.847943113562978024e+00,1.864035358791627850e+00,1.852943757202902830e+00,1.863052545108988323e+00,1.838413019161806883e+00,1.810178546192942717e+00,1.821177779915240658e+00,1.735416221490126532e+00,1.718724302621206679e+00,1.719040936188054092e+00,1.717471089712610199e+00,1.721027066899792901e+00,1.732214346256339521e+00,1.723692678132551004e+00,1.708126946600610374e+00,1.794511487009920137e+00,1.836884208374874872e+00,1.794147687309217254e+00,1.789315067250002889e+00,1.750890708634338377e+00,1.669701936561480915e+00,1.688854838210763543e+00,1.698621961496814770e+00,1.628501467561093152e+00,1.615322575399081417e+00,1.619322746156565129e+00,1.616239210591907005e+00,1.589289947648334866e+00,1.550078738962584746e+00,1.560915238756291901e+00,1.551505625229244290e+00,1.510065228298441919e+00,1.510251154838550214e+00,1.521420244942992772e+00,1.531704416355125886e+00,1.537693430449334153e+00,1.538653836531719277e+00,1.544088955561408127e+00,1.525183637132427661e+00,1.521250814337212542e+00,1.515065906007545316e+00,1.525527000478212214e+00,1.535688795491087166e+00,1.532448785796555635e+00,1.542652097546948653e+00,1.552773879797076484e+00,1.552674056548583925e+00,1.546096691846442717e+00,1.503299848375742709e+00,1.492817967991255212e+00,1.501517732351183687e+00,1.463281892628587988e+00,1.461814049020539352e+00,1.467588988244954873e+00,1.450437589712487707e+00,1.419454131204052505e+00,1.420793708212886752e+00,1.375900063429692732e+00,1.370625307251880365e+00,1.364259850143979103e+00,1.321566704637051393e+00,1.328100241777540713e+00,1.332053050693158269e+00,1.330477681545691571e+00,1.297776802844572863e+00
3.823262578719569760e+00,3.773141573279038763e+00,3.807547157600125409e+00,3.684926478295300178e+00,3.480738536573376063e+00,3.518139838299679578e+00,3.573384654093593404e+00,3.608771982533836020e+00,3.605475559210298275e+00,3.452592520401843945e+00,3.410511558650148878e+00,3.364852811400568466e+00,3.253148347013914421e+00,3.295927407328120395e+00,3.338188743394474134e+00,3.369752699588146605e+00,3.402794865184322060e+00,3.425214516837892909e+00,3.414172830532115288e+00,3.450070721719663336e+00,3.485630211774135567e+00,3.453506793813485576e+00,3.487442944000294975e+00,3.521314487060385634e+00,3.546026522809425430e+00,3.559037437453692387e+00,3.593261335582978777e+00,3.625904303805731033e+00,3.660410532327520006e+00,3.659008823380204944e+00,3.586694125075841288e+00,3.618826687389268493e+00,3.639015173915030044e+00,3.664636653328184668e+00,3.695933920311791798e+00,3.680601932532922227e+00,3.626122474108031124e+00,3.574582536278362532e+00,3.475373544155310856e+00,3.359340544225962066e+00,3.314033293779835798e+00,3.318147627090550333e+00,3.341364051219542386e+00,3.251037482065159523e+00,3.203671558822914989e+00,3.155222400343279610e+00,3.060833746148732715e+00,3.047947576383663648e+00,3.020416280748584814e+00,2.953523048165947351e+00,2.881375966683258127e+00,2.925302819767226392e+00,2.927819434172133750e+00,3.010267598152424284e+00,3.018731544384217536e+00,3.092018640251484207e+00,3.035377684072233961e+00,2.976583393974178815e+00,2.962809541235226884e+00,2.963131678159061533e+00,2.937146075841086557e+00,2.913329061833960232e+00,2.853385128642331736e+00,2.865951817613199726e+00,2.883028863580632262e+00,2.805145765640308930e+00,2.776987221021917751e+00,2.754416669456317024e+00,2.750119344390985265e+00,2.748732013085725345e+00,2.695564065604288295e+00,2.668831649844115361e+00,2.646598778692461629e+00,2.561568250534589808e+00,2.471817962074220887e+00,2.441888925821947165e+00,2.407199063171878706e+00,2.414460913006829301e+00,2.427604182112171216e+00,2.435211859502381504e+00,2.448142384950630746e+00,2.461071521057613509e+00,2.465374494528960625e+00,2.466353027083144411e+00,2.444239717568230219e+00,2.456386725006154403e+00,2.458595220136060799e+00,2.439221129711703906e+00,2.443438679128303814e+00,2.455513056364150959e+00,2.462170500512249838e+00,2.465611779810776394e+00,2.477438482160275957e+00,2.478629916663827704e+00,2.458397916716660525e+00,2.410126337083148496e+00,2.396847683873724932e+00,2.368354728616987703e+00,2.305111316292498103e+00
3.090109961245977921e+00,3.078574937821363378e+00,3.125594481594843099e+00,3.180167135281408264e+00,3.220548018531314671e+00,3.191976600651169171e+00,3.097425255658088350e+00,2.936940594386782344e+00,2.899247137902496885e+00,2.940568805409729869e+00,2.956021903468160517e+00,2.996458667184240365e+00,3.014029801381099105e+00,3.009822909884170450e+00,3.046839948977894341e+00,2.985760439898972329e+00,3.020733677810829576e+00,3.031353538776223822e+00,3.001400099614162098e+00,2.874919423484765701e+00,2.787731386525646116e+00,2.799888537321630011e+00,2.714535513702690750e+00,2.646144014400411582e+00,2.597786018397359786e+00,2.604653581691844355e+00,2.616917151090083937e+00,2.620860802108171406e+00,2.629720347641078426e+00,2.564533314244143547e+00,2.631997157933346099e+00,2.611925737211670207e+00,2.541781084028448934e+00,2.524020235696839087e+00,2.457281669629619358e+00,2.403936859540998228e+00,2.286439464179985670e+00,2.250630148775025319e+00,2.156885420777292506e+00,2.080813968544608095e+00,2.067964248411982897e+00,2.072310197359935380e+00,2.090381761223903290e+00,2.076405148984574289e+00,2.064262550338185065e+00,2.049605317181972364e+00,2.045362273226363659e+00,2.060777291920975696e+00,2.092669018575358919e+00,2.123505726212551181e+00,2.244989936439505396e+00,2.264207613366926442e+00,2.320422696215819869e+00,2.436981014086145425e+00,2.491832674660634961e+00,2.616895714420838015e+00,2.599459971445398754e+00,2.581601370725475242e+00,2.591259413380994747e+00,2.540246902206492852e+00,2.506838724944718599e+00,2.410436327854607708e+00,2.337647786174168019e+00,2.318451199076703162e+00,2.259407052650890257e+00,2.203779076931923875e+00,2.192656846899204481e+00,2.174226236009707769e+00,2.155934328564704128e+00,2.124814670253280191e+00,2.073677171578577560e+00,2.023212474896621149e+00,1.953611706908704893e+00,1.928395621518891545e+00,1.925345574350709299e+00,1.930445156711464882e+00,1.941852125954081743e+00,1.869080308687091296e+00,1.847044892960490570e+00,1.807992149866793907e+00,1.805197034926869559e+00,1.790240375466518596e+00,1.736977642557162804e+00,1.746074447258917361e+00,1.739014355591885774e+00,1.742583757916916110e+00,1.752279951677538916e+00,1.762306543348991950e+00,1.762764009768118978e+00,1.735061653627240741e+00,1.736522035333099234e+00,1.719739035964880758e+00,1.725528699770302321e+00,1.723806466494405720e+00,1.694160911704359451e+00,1.688846194512355847e+00,1.697548362640499020e+00,1.705829979429979382e+00,1.700249222157612872e+00
3.339041086073507358e+00,3.202298432896553138e+00,2.978763070430579862e+00,2.852800806443391402e+00,2.842845358497584574e+00,2.759540751221480903e+00,2.588550640732609320e+00,2.583692202044884478e+00,2.621073251182504560e+00,2.653003168406674384e+00,2.646894261404034943e+00,2.571571968695602450e+00,2.576029487884254010e+00,2.532448366544614249e+00,2.453818681501331866e+00,2.347696920420260458e+00,2.192175255559356550e+00,2.055714094399596625e+00,2.027466250652755431e+00,2.044523160158457920e+00,2.043805961795835735e+00,2.056374869253825288e+00,2.072594257955806984e+00,2.097318105147389478e+00,2.105958127336594821e+00,2.095888026392584536e+00,2.055912607179591234e+00,2.044308841734155724e+00,2.022092839975668799e+00,2.077094372692625424e+00,2.198928154020394210e+00,2.161211996072200936e+00,2.059636298108023400e+00,2.076271918989451404e+00,2.065059133245023659e+00,2.080386151521468552e+00,2.067222315556616952e+00,2.085396345892579717e+00,2.097892131312756980e+00,2.115979593690279881e+00,2.127783068452339776e+00,2.113753580401290577e+00,2.051979030207545129e+00,1.996861033449859546e+00,1.930299416162741366e+00,1.874020211653550039e+00,1.862071741016946502e+00,1.859834657874958053e+00,1.827780718243997571e+00,1.821620901706632267e+00,1.856037823444528501e+00,1.911016550410661097e+00,1.926731926196913802e+00,1.925116256505033929e+00,1.935013166502591808e+00,1.849907050637825678e+00,1.863323240923714152e+00,1.866378881072115803e+00,1.837245852549384217e+00,1.846182161412298628e+00,1.859100189918031942e+00,1.842367246200014685e+00,1.849803526176966528e+00,1.852582222764914910e+00,1.824797808714649472e+00,1.837094778284748431e+00,1.842242614775560616e+00,1.850905553712926643e+00,1.853494141512322058e+00,1.864598639228479238e+00,1.852598262850560173e+00,1.828966935375455405e+00,1.826441432520845565e+00,1.836222679221476195e+00,1.846489235236788984e+00,1.854725994462389504e+00,1.848978973014733684e+00,1.820108261657963578e+00,1.822566790472034182e+00,1.771538929774568505e+00,1.762530073040173173e+00,1.769798434095134931e+00,1.778474458965811023e+00,1.783072441607719272e+00,1.764444060168806727e+00,1.769390354426437550e+00,1.751830128917766016e+00,1.755861474115053111e+00,1.765326674242089888e+00,1.773431850755113226e+00,1.780301515060420003e+00,1.788590102470406284e+00,1.781051327637861004e+00,1.776891647237865524e+00,1.786042185240070079e+00,1.791220047571881580e+00,1.799768841170837463e+00,1.774354893187610305e+00,1.775987623101265012e+00
3.407469734337338796e+00,3.294749047427989019e+00,3.101240292442557056e+00,3.109554157211607883e+00,3.158850060337996535e+00,3.198558329996098681e+00,3.248794551072147652e+00,3.227025482112959587e+00,3.142950535401214385e+00,3.157962792301165500e+00,3.201586807058541595e+00,3.195568169714482210e+00,3.231234461686281367e+00,3.270925431357087909e+00,3.261659988643355490e+00,3.300589376922827167e+00,3.240481777621432080e+00,3.106412519239674985e+00,3.072010602911329880e+00,2.933366200444751826e+00,2.822961725399218302e+00,2.785664931947911427e+00,2.699360876762778805e+00,2.643047895828976035e+00,2.586968167819632569e+00,2.447497327885546525e+00,2.318462521994461234e+00,2.195417718245546990e+00,2.086607702261694453e+00,1.976223522599181770e+00,1.840726177738047697e+00,1.853429570193697140e+00,1.870768222795299529e+00,1.818494316063340444e+00,1.821879982639075912e+00,1.795789692667524307e+00,1.808669184032359878e+00,1.779182681670697486e+00,1.790359107405136152e+00,1.800572256289176831e+00,1.777238896814222757e+00,1.767724759382650168e+00,1.707991798135362282e+00,1.667333405229741272e+00,1.632984108461017936e+00,1.610612066984210999e+00,1.596500505525601632e+00,1.534596460961620279e+00,1.498295788004798235e+00,1.472710979306381951e+00,1.484203290984611456e+00,1.560346254308588199e+00,1.634652796202898495e+00,1.694254140457326807e+00,1.748029802628732199e+00,1.767046274852437815e+00,1.747837462769456618e+00,1.740697272379197580e+00,1.691886231149300368e+00,1.642256586367376370e+00,1.593590124319263834e+00,1.592667779277783469e+00,1.590737510473900329e+00,1.558346693343333200e+00,1.562544016098895483e+00,1.561616091232788550e+00,1.524279097540780725e+00,1.520611941069870188e+00,1.520227924328861224e+00,1.490218150613201287e+00,1.500995633773921867e+00,1.511522320284115706e+00,1.515106714395308529e+00,1.525771710878140563e+00,1.536291653709808358e+00,1.534910638294795460e+00,1.536222815857011037e+00,1.542315409378500535e+00,1.523858599674457137e+00,1.531520954028681825e+00,1.538008110626275959e+00,1.480236286051653583e+00,1.469384888501077624e+00,1.478347190728782401e+00,1.470818554106096299e+00,1.468322926048555299e+00,1.432837763386318075e+00,1.406889346113520123e+00,1.410622280503773363e+00,1.404703374402225702e+00,1.362480826627114228e+00,1.355341945722752905e+00,1.310344395891687830e+00,1.266100461430405888e+00,1.261884549699596514e+00,1.263990736567328188e+00,1.271012337153515137e+00,1.250906343125560927e+00,1.256265255789934976e+00
